,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MW687128.1,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW687127.1,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW687123.1,uncultured Campylobacter sp.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,environmental samples,,,,,,,,,,,,
MW687122.1,Pantoea dispersa,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,,,,,,,,,,,,
MW687115.1,Enterobacter hormaechei subsp. xiangfangensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,,,,,,,,,,,,
MW687114.1,Pseudomonas canadensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW687006.1,uncultured Bdellovibrio sp.,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,environmental samples,,,,,,,,,,,,
MW687005.1,uncultured Hyphomicrobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,environmental samples,,,,,,,,,,,,
MW687004.1,uncultured Legionella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,environmental samples,,,,,,,,,,,,
MW686999.1,uncultured Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,environmental samples,,,,,,,,,,,,
MW686998.1,uncultured Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,environmental samples,,,,,,,,,,,,
MW686997.1,uncultured Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,environmental samples,,,,,,,,,,,,
MW686996.1,uncultured Sphingopyxis sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,environmental samples,,,,,,,,,,,,
MW686993.1,uncultured Nitrosovibrio sp.,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,environmental samples,,,,,,,,,,,,
MW686992.1,uncultured Sphingopyxis sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,environmental samples,,,,,,,,,,,,
MW686979.1,uncultured Paracoccus sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,environmental samples,,,,,,,,,,,,
MW686978.1,uncultured Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,environmental samples,,,,,,,,,,,,
MW686977.1,uncultured Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,environmental samples,,,,,,,,,,,,
MW686975.1,uncultured Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,environmental samples,,,,,,,,,,,,
MW686965.1,uncultured Bdellovibrio sp.,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,environmental samples,,,,,,,,,,,,
MW686964.1,uncultured Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,environmental samples,,,,,,,,,,,,
MW686963.1,uncultured Luteibacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,environmental samples,,,,,,,,,,,,
MW686957.1,uncultured Bdellovibrio sp.,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,environmental samples,,,,,,,,,,,,
MW686956.1,uncultured Asticcacaulis sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,environmental samples,,,,,,,,,,,,
MW686954.1,uncultured Phaeospirillum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,environmental samples,,,,,,,,,,,,
MW686950.1,uncultured Nevskia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,environmental samples,,,,,,,,,,,,
MW686922.1,Campylobacter showae,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,,,,,,,,,,,,
MW654050.1,Atlantibacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,unclassified Atlantibacter,,,,,,,,,,,,
CP070474.1,Vibrio furnissii,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,
NZ_AHCD03000030.1,Pseudoalteromonas rubra,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW036531.2,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MW036530.2,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MW036529.2,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MT898520.1,Cupriavidus sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unclassified Cupriavidus,,,,,,,,,,,,
MT319101.1,Burkholderia rinojensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,,,,,,,,,
MT319078.1,Burkholderia oklahomensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,,,,,,,,,,,,
MT319076.1,Burkholderia oklahomensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,,,,,,,,,,,,
MN200334.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200333.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200332.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200331.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200330.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200329.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200328.1,Wolbachia endosymbiont of Dirofilaria immitis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200327.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200326.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200325.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200324.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200323.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200322.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200321.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200320.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200319.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200318.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200317.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200316.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200315.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200314.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MN200313.1,Wolbachia endosymbiont of Dirofilaria repens,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachieae,Wolbachia,,,,,,,,,,,,
MT093818.1,Enterobacter ludwigii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,,,,,,,,,,,,
NZ_MCWT01000035.1,Vibrio lentus,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,
NZ_NBYY01000009.1,Candidatus Enterovibrio escacola,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,,,,,,,,,,,,,
KY777993.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777992.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777991.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777990.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777989.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777988.1,Sphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,,,,,,,,,,,
KY777987.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777986.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777985.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777984.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777983.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777982.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777981.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777980.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777979.1,Variovorax sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,,,,,,,,,,,,
KY777978.1,Sphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,,,,,,,,,,,
KY777977.1,Sphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,,,,,,,,,,,
KY777976.1,Sphingobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,,,,,,,,,,,,
KY777975.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777974.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777973.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777972.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777971.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777970.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777969.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777968.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777967.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777966.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777965.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777964.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777963.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777962.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777961.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777960.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777959.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
KY777958.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777957.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777956.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777955.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777954.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777953.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777952.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777951.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777950.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777949.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777948.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777947.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777946.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777945.1,Phyllobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium,,,,,,,,,,,,
KY777942.1,Caulobacter sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,unclassified Caulobacter,,,,,,,,,,,,
KY777941.1,Caulobacter sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,unclassified Caulobacter,,,,,,,,,,,,
NZ_MIGD01000008.1,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_JUFX02000024.1,Komagataeibacter intermedius AF2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,,,,,,,,,,,,,
NZ_KK036586.1,Klebsiella pneumoniae UCI 38,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK737063.1,Klebsiella pneumoniae CHS 37,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK737002.1,Klebsiella pneumoniae CHS 32,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK737017.1,Klebsiella pneumoniae CHS 33,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK736956.1,Klebsiella pneumoniae CHS 28,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK736955.1,Klebsiella pneumoniae CHS 28,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK736861.1,Klebsiella pneumoniae CHS 20,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK736836.1,Klebsiella pneumoniae CHS 18,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KK736816.1,Klebsiella pneumoniae CHS 14,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
NZ_KE702556.1,Escherichia coli UMEA 3705-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE702508.1,Escherichia coli UMEA 3694-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE702369.1,Escherichia coli UMEA 3337-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE702094.1,Escherichia coli UMEA 3217-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE702043.1,Escherichia coli UMEA 3208-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE701872.1,Escherichia coli UMEA 3178-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KE701737.1,Escherichia coli UMEA 3159-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
NZ_KB733048.1,Escherichia coli KTE63,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,,,,,,
MN094860.2,Pseudomonas mandelii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
NZ_CP071150.1,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MW686889.1,Pseudomonas mosselii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686888.1,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686887.1,Pseudomonas plecoglossicida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686886.1,Pseudomonas parafulva,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686885.1,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686884.1,Pseudomonas plecoglossicida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686883.1,Pseudomonas parafulva,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686882.1,Pseudomonas mosselii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686881.1,Pseudomonas fluorescens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW686746.1,Burkholderia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,,,,,,,,,
MW686745.1,Burkholderia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,,,,,,,,,
MW686744.1,Comamonas sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,unclassified Comamonas,,,,,,,,,,,,
MW686743.1,Burkholderia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,,,,,,,,,
MW686742.1,Burkholderia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,,,,,,,,,,,,
MW686741.1,Dyella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,unclassified Dyella,,,,,,,,,,,,
MW686740.1,Comamonas sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,unclassified Comamonas,,,,,,,,,,,,
